,ID,Canonical_QSARr,very_toxic,nontoxic,LD50_mgkg,EPA_category,GHS_category
1506,ref1_1506,ON(N=O)C1C=CC=CC=1,False,False,199.0,2.0,3.0
1507,ref1_1507,O=C(NC1C=CC=CC=1SSC1=CC=CC=C1NC(=O)C1C=CC=CC=1)C1C=CC=CC=1,False,True,,3.0,5.0
1508,ref1_1508,COC1=CC=CC=C1NC(=O)C1=CC2=CC=CC=C2C=C1O,False,True,,4.0,5.0
1509,ref1_1509,CC1C=CC(Cl)=CC=1NC(=O)C1=CC2C=CC=CC=2C=C1O,False,True,,4.0,5.0
1510,ref1_1510,C1=C(C=CC2C=CC=CC=21)NC1C=CC=CC=1,False,True,8730.0,4.0,5.0
1511,ref1_1511,CCO[Si](C)(C)CCl,False,False,1550.0,3.0,4.0
1512,ref1_1512,CC(=O)C(N=NC1=CC=C(Cl)C=C1[N+]([O-])=O)C(=O)NC1=CC=CC=C1OC,False,True,,4.0,5.0
1513,ref1_1513,CSC(=O)C1=CC=CC2N=NSC1=2,False,True,,,5.0
1514,ref1_1514,[H]/N=C(\N)/NCCCCCCCCNCCCCCCCCN/C(/N)=N/[H],False,False,300.0,2.0,4.0
1515,ref1_1515,CN(C)C1=NC2=CC=C(C)C=C2N2C(=O)C(CCC)C(=O)N21,False,False,1800.0,3.0,4.0
1516,ref1_1516,CC(C)(C)C(=O)CCl,False,False,550.0,3.0,4.0
1517,ref1_1517,COCC(O)CN1C=CN=C1[N+]([O-])=O,False,True,2131.0,3.0,5.0
1518,ref1_1518,[O-][N+](=O)C1=NC=CN1CC(O)CO,False,True,5076.0,4.0,5.0
1519,ref1_1519,ClC1(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C(Cl)=C2Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,False,True,25000.0,4.0,5.0
1520,ref1_1520,CN(C)C(=O)CCCCCCCC=C,False,False,,3.0,4.0
1521,ref1_1521,OC(=O)C1=CC=CC2C(Cl)=CC=C(C=21)C(O)=O,False,True,3500.0,3.0,5.0
1522,ref1_1522,N#CN=c1cccc[n]1CC1C=CC=CC=1Cl,False,False,500.0,2.0,4.0
1523,ref1_1523,N#CN=c1cccc[n]1CC1C=CC(Cl)=CC=1,False,False,500.0,2.0,4.0
1524,ref1_1524,COC(=O)N(CCCl)N=O,True,False,20.0,1.0,2.0
1525,ref1_1525,CCOP(=S)(OC1=CN=C2C=CC=CC2=N1)OCC,True,False,26.0,1.0,2.0
1526,ref1_1526,C1CCC2NCCN3C2=C1C1=CC(=CC=C31)C1CCCCC1,False,True,3072.0,3.0,5.0
1527,ref1_1527,CC(Cl)(Cl)C(=O)OCCOC1=CC(Cl)=C(Cl)C=C1Cl,False,False,1000.0,3.0,4.0
1528,ref1_1528,OC1=CC(Cl)=C(Cl)C=C1Cl,False,False,1620.0,3.0,4.0
1529,ref1_1529,OC1=CC(=CC=C1)OC(=O)C1C=CC=CC=1,False,False,800.0,3.0,4.0
1530,ref1_1530,NC1N=C(N)C=CC=1N=NC1C=CC=CC=1,False,False,472.0,2.0,4.0
1531,ref1_1531,CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC,False,True,5230.0,4.0,5.0
1532,ref1_1532,CCCCOC(=O)C1C=CC=CC=1,False,False,735.0,3.0,4.0
1533,ref1_1533,CC(CC1=CC2OCOC=2C=C1)NCC(O)C1C=CC(O)=C(O)C=1,False,False,865.0,3.0,4.0
1534,ref1_1534,CCCCCCC1C=CC(O)=CC=1O,False,False,550.0,3.0,4.0
1535,ref1_1535,CC1C=CC=CC=1NCCO,False,True,2200.0,3.0,5.0
1536,ref1_1536,CCCCCC1C=CC=CC=1O,False,False,700.0,3.0,4.0
1537,ref1_1537,NC(=O)C1CC2(NC(=O)NC2=O)C2=CC(F)=CC=C2O1,False,True,,3.0,5.0
1538,ref1_1538,CCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO,False,True,,3.0,5.0
1539,ref1_1539,COC(=O)NC1C=CC(=CC=1C(C)C)OC(=O)NC,True,False,27.0,1.0,2.0
1540,ref1_1540,C=CC(=O)OCCN=C=O,False,False,200.0,2.0,3.0
1541,ref1_1541,CC12CC(C#N)=C(O)C3OC13CCC1C2CCC2(C)C1CCC2O,False,True,,4.0,5.0
1542,ref1_1542,BrC1C(C2=C(Br)C(Br)=C(Br)C(Br)=C2Br)=C(Br)C(Br)=C(Br)C=1Br,False,True,,4.0,5.0
1543,ref1_1543,CCC1C2C=C(C=CC=2N=C2c3cc4c(COC(=O)C4(O)CC)c(=O)[n]3CC2=1)OC(=O)N1CCC(CC1)N1CCCCC1,False,False,867.0,3.0,4.0
1544,ref1_1544,OC(=O)C1C=CC=CC=1N1C(C(Cl)C1=O)C1C=CC=CC=1,False,False,,3.0,4.0
1545,ref1_1545,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,False,False,1850.0,3.0,4.0
1546,ref1_1546,O=C1C=CC(=O)N1C1C=CC(CC2C=CC(=CC=2)N2C(=O)C=CC2=O)=CC=1,False,True,,,5.0
1547,ref1_1547,O=C1C2=CC=CC(SC3C=CC=CC=3)=C2C(=O)C2C(=CC=CC1=2)SC1C=CC=CC=1,False,,,3.0,
1548,ref1_1548,CCOC(=O)NC1C=CC=C(C=1)OC(=O)NC1C=CC=CC=1,False,True,9600.0,4.0,5.0
1549,ref1_1549,CC1C=C(C=CC=1)NC(=O)OC1=CC(=CC=C1)NC(=O)OC,False,True,4000.0,3.0,5.0
1550,ref1_1550,CC1=CC=C(OC(=O)NC)C2C=CSC1=2,False,False,,2.0,3.0
1551,ref1_1551,CCCCCCCC1CCCC1=O,False,True,,4.0,5.0
1552,ref1_1552,COC(=O)C(=C)C#N,False,False,1600.0,3.0,4.0
1553,ref1_1553,NC1=CC(N)=C(O)C=C1,False,False,240.0,2.0,3.0
1554,ref1_1554,CC1C=C(C)C(C)=CC=1N,False,False,1250.0,3.0,4.0
1555,ref1_1555,CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(O)(=O)=O,False,False,1700.0,3.0,4.0
1556,ref1_1556,CN(C)C(=S)SSC(=S)N(C)C,False,False,560.0,3.0,4.0
1557,ref1_1557,CNC(S)=S,False,False,615.0,3.0,4.0
1558,ref1_1558,CC1C=CC=C(C)C=1NC(=O)CN(CC)CC,False,False,317.0,2.0,4.0
1559,ref1_1559,CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,False,True,,4.0,5.0
1560,ref1_1560,CC(=O)C(=O)CC(C)C,False,True,,4.0,5.0
1561,ref1_1561,CC1=C(Cl)C=CC=C1NC1C=CC=CC=1C(O)=O,False,False,225.0,2.0,3.0
1562,ref1_1562,CCC(=O)N(C(C)CN1CCCCC1)C1C=CC=CN=1,False,False,1289.0,3.0,4.0
1563,ref1_1563,NC1NC2NC=C(CCC3C=CC(=CC=3)C(O)=O)C=2C(=O)N=1,False,True,,3.0,5.0
1564,ref1_1564,CC1=CC(C#N)=C(C)C=C1,False,True,3000.0,3.0,5.0
1565,ref1_1565,OC(=O)COC1C=CC(Cl)=CC=1,False,True,3735.0,3.0,5.0
1566,ref1_1566,[O-][N+](=O)C1C=CC(=CC=1)OC1=C(F)C=C(Cl)C=C1Cl,False,True,2890.0,3.0,5.0
1567,ref1_1567,CC1C=C(Cl)C=CC=1OC(C)C(=O)NC1C=CC=CC=1,False,True,,3.0,5.0
1568,ref1_1568,CC(=C)C(=O)NC(C)C,False,True,,3.0,5.0
1569,ref1_1569,CSC(C)N=O,False,False,,3.0,4.0
1570,ref1_1570,CC1=NC=CN1CC1C=CC=CC=1,False,False,1000.0,3.0,4.0
1571,ref1_1571,CC(=O)C(N=NC1C=C(C)C=CC=1)C(=O)NC,False,True,,3.0,5.0
1572,ref1_1572,CC(=O)C(N=NC1C=CC(C)=CC=1)C(=O)NC,False,True,,3.0,5.0
1573,ref1_1573,CC(=O)C(N=NC1C=CC(=CC=1)OC)C(=O)NC,False,True,,3.0,5.0
1574,ref1_1574,CC(=O)C(N=NC1C=C(Cl)C=CC=1)C(=O)NC,False,True,,3.0,5.0
1575,ref1_1575,CC(=O)C(N=NC1C=CC(Cl)=CC=1)C(=O)NC,False,True,,3.0,5.0
1576,ref1_1576,CC(=O)C(N=NC1=CC=CC(Cl)=C1Cl)C(=O)NC,False,True,,3.0,5.0
1577,ref1_1577,CC(=O)C(N=NC1=CC=C(Cl)C=C1[N+]([O-])=O)C(=O)NC,False,True,,3.0,5.0
1578,ref1_1578,CC(=O)C(N=NC1C=CC=CC=1[N+]([O-])=O)C(=O)NC,False,True,,3.0,5.0
1579,ref1_1579,CC(=O)C(N=NC1C=CC(=CC=1)[N+]([O-])=O)C(=O)NC,False,True,,3.0,5.0
1580,ref1_1580,CC(=O)C(N=NC1=CC=C(C=C1OC)[N+]([O-])=O)C(=O)NC,False,True,,3.0,5.0
1581,ref1_1581,CC(=O)C(N=NC1=CC(=CC=C1OC)[N+]([O-])=O)C(=O)NC,False,True,,3.0,5.0
1582,ref1_1582,CC(O)(CCC)C1CC23C=CC1(OC)C1OC4=C(O)C=CC5CC2N(C)CCC31C=54,False,False,72.0,2.0,3.0
1583,ref1_1583,CCC(COCC(O)COC1=CC(O)=C(C=C1)C1N=C(N=C(N=1)C1=CC=C(C)C=C1C)C1=CC=C(C)C=C1C)CCCC,False,True,,3.0,5.0
1584,ref1_1584,CC(C)C(C(=O)OCC1C=CC=CC=1)N(CC1C=CC(=CC=1)C1C=CC=CC=1C1=NNN=N1)C(=O)CCCC,False,False,,3.0,4.0
1585,ref1_1585,CNC(=O)OC1=CC=C(CCC#N)C=C1,False,False,620.0,3.0,4.0
1586,ref1_1586,CNC(=O)OC1=CC=CC2OCCOC=21,False,False,126.0,2.0,3.0
1587,ref1_1587,CNC(=O)OC1C=CC(CC#N)=CC=1,False,False,511.0,3.0,4.0
1588,ref1_1588,CC1C=CC(=CC=1)OC1=CC(=NC=N1)SCC(=O)NN,False,False,460.0,2.0,4.0
1589,ref1_1589,NNC(=O)CSC1=CC(=NC=N1)OC1C=CC(Cl)=CC=1,False,False,800.0,3.0,4.0
1590,ref1_1590,CC(C)=NNC(=O)CSC1C=C(N=CN=1)OC1C=CC(C)=CC=1,False,False,900.0,3.0,4.0
1591,ref1_1591,CC(C)=NNC(=O)CSC1C=C(N=CN=1)OC1C=CC=CC=1,False,False,1075.0,3.0,4.0
1592,ref1_1592,CC(C)=NNC(=O)CSC1C=C(N=CN=1)OC1C=CC(F)=CC=1,False,False,380.0,2.0,4.0
1593,ref1_1593,CCCCOC(=O)C(C)O,False,True,,4.0,5.0
1594,ref1_1594,OC(=O)C1CC(O)C(O)C(O)C=1,False,True,,3.0,5.0
1595,ref1_1595,CC1CCC(CC=1)C(C)=C,False,True,5001.0,4.0,5.0
1596,ref1_1596,CCC(=O)NC1=NC=C(Cl)S1,False,False,316.0,2.0,4.0
1597,ref1_1597,COC1C=C2C(CC#N)=CC=CC2=CC=1,False,True,,3.0,5.0
1598,ref1_1598,OC(=O)C1=CC=C(C=C1)NC(=O)CCN1C=NC2=C1NC=NC2=O,False,True,,3.0,5.0
1599,ref1_1599,CC(C)C1C=CC(=CC=1)C#N,False,True,3900.0,3.0,5.0
1600,ref1_1600,OCC1C=C(C=CC=1)OC1C=CC=CC=1,False,False,1496.0,3.0,4.0
1601,ref1_1601,CC(=O)OC(C1C=CC=CC=1)C(=O)NC(N)=O,False,True,2100.0,3.0,5.0
1602,ref1_1602,FC(F)OC(F)(F)C(F)Cl,False,True,5450.0,4.0,5.0
1603,ref1_1603,CCCCC1=NC2(CCCC2)C(=O)N1CC1C=CC(=CC=1)C1=CC=CC=C1C#N,False,True,,3.0,5.0
1604,ref1_1604,CN(N=O)C(=O)NC(N)=O,False,False,450.0,2.0,4.0
1605,ref1_1605,CN(CCO)C1=NC(NC2C=C(C(C=CC3C=CC(=CC=3S(O)(=O)=O)NC3N=C(N=C(NC4C=CC=CC=4)N=3)N(C)CCO)=CC=2)S(O)(=O)=O)=NC(NC2C=CC=CC=2)=N1,False,True,6887.0,4.0,5.0
1606,ref1_1606,CN(C)CCOCCOC(=O)C1(CCCC1)C1C=CC=CC=1,False,False,1270.0,3.0,4.0
1607,ref1_1607,COC1C(CS(=O)C2NC3C=C(C=CC=3N=2)OC(F)F)=NC=CC=1OC,False,False,747.0,3.0,4.0
1608,ref1_1608,CC(=C)C(=O)OCCN(CCOC(=O)C(C)=C)CCOC(=O)C(C)=C,False,True,11163.0,4.0,5.0
1609,ref1_1609,OC(COC(=O)N1CCOCC1)C1COC2C=CC=CC=2O1,False,False,1500.0,3.0,4.0
1610,ref1_1610,CC(C)CNC(=O)OCC(O)C1COC2C=CC=CC=2O1,False,False,1500.0,3.0,4.0
1611,ref1_1611,CCCCNC(=O)OCC(O)C1COC2C=CC=CC=2O1,False,False,1500.0,3.0,4.0
1612,ref1_1612,CCCNC(=O)OCC(O)C1COC2C=CC=CC=2O1,False,False,1500.0,3.0,4.0
1613,ref1_1613,OC(COC(=O)NC1CC1)C1COC2C=CC=CC=2O1,False,False,1500.0,3.0,4.0
1614,ref1_1614,CCCSC(=O)Cl,False,False,1129.0,3.0,4.0
1615,ref1_1615,OS(=O)(=O)NC1CCCCC1,False,False,1280.0,3.0,4.0
1616,ref1_1616,CCCCCCCCCCCC[N+](C)(C)CC1C=CC=CC=1,False,False,400.0,2.0,4.0
1617,ref1_1617,CCCCCCCCCCCCCC[N+](C)(C)CC1C=CC=CC=1,False,False,280.8,2.0,3.0
1618,ref1_1618,CC(N)CC1C=CC=CC=1,False,False,302.0,2.0,4.0
1619,ref1_1619,OC(=O)CN(CC(O)=O)CC(O)=O,False,False,1100.0,3.0,4.0
1620,ref1_1620,OC(=O)CN(CC(O)=O)CCN(CC(O)=O)CC(O)=O,False,True,2001.0,3.0,5.0
1621,ref1_1621,CC(C)NC1=NC(Cl)=NC(NC(C)C)=N1,False,True,3840.0,3.0,5.0
1622,ref1_1622,CCC(=O)OC(COC(=O)CC)COC(=O)CC,False,True,6400.0,4.0,5.0
1623,ref1_1623,CC(CC(CC)NC1C=CC(=CC=1)NC(CC(C)CC)CC)CC,False,True,2400.0,3.0,5.0
1624,ref1_1624,NC1C=CC(=CC=1)SC1C=CC(N)=CC=1,False,False,900.0,3.0,4.0
1625,ref1_1625,CC(C)=CCCC(C)CCOC(=O)CC1C=CC=CC=1,False,True,,4.0,5.0
1626,ref1_1626,CCN(CCO)CCO,False,True,4570.0,3.0,5.0
1627,ref1_1627,CC(C)CC(CCC(CCCC)CC)OS(O)(=O)=O,False,False,1250.0,3.0,4.0
1628,ref1_1628,OCCN(CC(O)=O)CCN(CC(O)=O)CC(O)=O,False,True,10000.0,4.0,5.0
1629,ref1_1629,CCNC(=O)NC1=NC=C(S1)[N+]([O-])=O,False,True,2150.0,3.0,5.0
1630,ref1_1630,CC(CON=C(CCC)C1C(=O)CC(CC=1O)C1CSCCC1)OC1C=CC(Cl)=CC=1,False,True,,4.0,5.0
1631,ref1_1631,O/C(=N\C1CC2CCC1C2)/N(CCCl)N=O,False,False,83.0,2.0,3.0
1632,ref1_1632,CCOC(=S)C1C=CC(Cl)=CC=1,False,False,995.0,3.0,4.0
1633,ref1_1633,CC1C=CC=C(C)C=1OP(=O)(OC1C=C(C=CC=1)OP(=O)(OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C,False,True,,3.0,5.0
1634,ref1_1634,CC1C(C)(C)C2C(CCC3=CN=CN=C32)C1(C)C,False,False,,,4.0
1635,ref1_1635,CCC1N=CC(C)=NC=1C,False,False,456.0,2.0,4.0
1636,ref1_1636,CC(C)(CC1C=CC=CC=1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1C=CC=CC=1,False,False,675.0,3.0,4.0
1637,ref1_1637,ClC1C=CC(=CC=1)C(Cl)Cl,False,False,1910.0,3.0,4.0
1638,ref1_1638,CCOC(=O)NS(=O)(=O)C1C=CC(Cl)=CC=1,False,False,380.0,2.0,4.0
1639,ref1_1639,CCOC1=NC2C=CC=C(C=2N1CC1C=CC(=CC=1)C1=CC=CC=C1C1NN=NN=1)C(O)=O,False,True,,3.0,5.0
1640,ref1_1640,CCC(C)N,False,False,152.0,2.0,3.0
1641,ref1_1641,COP(=S)(OC1C=CC(=CC=1)[N+]([O-])=O)OC(C)C,True,False,5.0,1.0,2.0
1642,ref1_1642,"CC1C=CC=CC=CC=CC=CC=CC=CC(CC2OC(O)(CC(O)C2C(O)=O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)OC1OC(C)C(O)C(N)C1O |c:4,10,14,t:8,12|",False,True,,4.0,5.0
1643,ref1_1643,C=CCNC(=O)OCC(O)C1COC2C=CC=CC=2O1,False,False,1500.0,3.0,4.0
1644,ref1_1644,O=NN1CN(CN(C1)N=O)N=O,False,False,160.0,2.0,3.0
1645,ref1_1645,CON=CC1CNCCC=1,True,False,12.0,1.0,2.0
1646,ref1_1646,CON=CC1CN(C)CCC=1,False,False,300.0,2.0,4.0
1647,ref1_1647,C#CCON=CC1CNCCC=1,False,False,80.0,2.0,3.0
1648,ref1_1648,CN1CC(C=NOCC#C)=CCC1,False,False,,2.0,3.0
1649,ref1_1649,CC1=CC=C(CCCCCCCCCCCC)C=C1C[N+](C)(C)C,False,False,389.0,2.0,4.0
1650,ref1_1650,CN1C2=CC=CC=C2SC2C=CC(CC(O)=O)=CC1=2,False,False,495.0,2.0,4.0
1651,ref1_1651,COC1C(=CC(C)=NC=1C)OCC1C=CC(=CC=1)C1C=CC=CC=1C1=NNN=N1,False,True,2001.0,3.0,5.0
1652,ref1_1652,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,False,True,4550.0,3.0,5.0
1653,ref1_1653,ClCCOP(OCCCl)OCCCl,False,False,100.0,2.0,3.0
1654,ref1_1654,CC(=O)OCC1C=CC=CC=1,False,True,2490.0,3.0,5.0
1655,ref1_1655,CC(C)CC(=O)OCCC1C=CC=CC=1,False,True,6220.0,4.0,5.0
1656,ref1_1656,NCCN1CCNCC1,False,True,2140.0,3.0,5.0
1657,ref1_1657,CC(=O)NC1=NC=C(S1)[N+]([O-])=O,False,False,,2.0,4.0
1658,ref1_1658,CN(C)C1C=CC(=CC=1)N=NS(O)(=O)=O,False,False,60.0,2.0,3.0
1659,ref1_1659,CC(COC1C=CC(=CC=1)C(C)(C)C)OS(=O)OCCCl,False,True,3900.0,3.0,5.0
1660,ref1_1660,CC(C)(C)CC(C)(C)C1C=CC(O)=CC=1,False,True,4040.0,3.0,5.0
1661,ref1_1661,COC1C=CC(CC=C)=CC=1,False,False,1230.0,3.0,4.0
1662,ref1_1662,CCCCCCCCCCCCCCCC[N+]1C=CC=CC=1,False,False,475.0,2.0,4.0
1663,ref1_1663,O=NN1CCN(CC1)N=O,False,False,160.0,2.0,3.0
1664,ref1_1664,CCOC(=O)C=C,False,False,800.0,3.0,4.0
1665,ref1_1665,CCOC(S)=S,False,False,1700.0,3.0,4.0
1666,ref1_1666,CCOC(S)=S,False,False,1700.0,3.0,4.0
1667,ref1_1667,CC[N+](C)(C)CCC(C(N)=O)(C1C=CC=CC=1)C1C=CC=CC=1,False,False,1350.0,3.0,4.0
1668,ref1_1668,CS(=O)(=O)C1=CC2=C(C=C1)SC1C=CC=CC=1N2CCCN1CCC(CC1)C(N)=O,False,False,976.0,3.0,4.0
1669,ref1_1669,CC(=O)OC1C=CC(=CC=1)C1(OC2C=CC=CC=2NC1=O)C1C=CC(=CC=1)OC(C)=O,False,True,8000.0,4.0,5.0
1670,ref1_1670,O=S1(=O)CC(Br)CC1,False,False,215.0,2.0,3.0
1671,ref1_1671,CC1C=CC(=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(C2O)N(C)C)C(C)C(O)CC(=O)OC(CC)C(COC2OC(C)C(O)C(OC)C2OC)C=1,False,True,,4.0,5.0
1672,ref1_1672,CC1CCCCN1N=O,False,False,600.0,3.0,4.0
1673,ref1_1673,ClC1C=C2C(=NC3C=CC=CC=3OC2=CC=1)N1CCNCC1,False,False,313.0,2.0,4.0
1674,ref1_1674,CC(NC)C1CCC(N)C(O1)OC1C(O)C(OC2OCC(C)(O)C(NC)C2O)C(N)CC1N,False,True,6600.0,4.0,5.0
1675,ref1_1675,CC(C)CC(NC)C(=O)NC1C(O)C2C=CC(OC3C=C4C=C(OC5C=CC(=CC=5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)C1C=CC(O)=C(C=1)C1=C(C=C(O)C=C1O)C(NC5=O)C(O)=O)C=3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)=C(Cl)C=2,False,True,,4.0,5.0
1676,ref1_1676,ClC1=CC=C(C=C1Cl)N=NC1=CC(Cl)=C(Cl)C=C1,False,True,5001.0,4.0,5.0
1677,ref1_1677,"CC1C=CC(=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(C2O)N(C)C)C(C)C(O)CC(=O)OC(CC)C(COC2OC(C)C(O)C(OC)C2OC)C=1 |c:2,t:66|",False,True,,4.0,5.0
1678,ref1_1678,CCN(CC)C(=S)NN=CC1=CC=C(O1)[N+]([O-])=O,False,False,750.0,3.0,4.0
1679,ref1_1679,[O-][N+](=O)C1=CC=C(C=NNC(=S)N2CCCCC2)O1,False,False,750.0,3.0,4.0
1680,ref1_1680,[O-][N+](=O)C1=CC=C(C=NNC(=S)N2CCCC2)O1,False,False,750.0,3.0,4.0
1681,ref1_1681,CN1CCN(CC1)C(=O)NN=CC1=CC=C(O1)[N+]([O-])=O,False,False,750.0,3.0,4.0
1682,ref1_1682,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=CC(O)=C2C,False,True,,4.0,5.0
1683,ref1_1683,CCOC(=O)CC1C=CC(=CC=1)C1C=CC=CC=1,False,False,385.0,2.0,4.0
1684,ref1_1684,CCOC(=O)C(Cl)C(=O)OCC,False,False,,2.0,4.0
1685,ref1_1685,CNCC1=CC=C(CSCCN/C(/NCC(O)C2=CC=C(O)C=C2)=N/S(C)(=O)=O)O1,False,True,,4.0,5.0
1686,ref1_1686,CC(C)(C)C1=CC(=CC(C2=CC(=CC(=C2O)C(C)(C)C)OC)=C1O)OC,False,True,,3.0,5.0
1687,ref1_1687,CC1C=C(C=CC=1S(C)(=O)=O)OP(=O)(OC)OC,True,False,30.0,1.0,2.0
1688,ref1_1688,OC(=O)CCC(O)=O,False,False,600.0,3.0,4.0
1689,ref1_1689,CCCCOC(=O)CCC(=O)OCCCC,False,True,8000.0,4.0,5.0
1690,ref1_1690,CC(=O)OCCC(C)CCCC(C)=C,False,True,,4.0,5.0
1691,ref1_1691,CC(C)=CCCC(C)CCOC(=O)CC,False,True,,4.0,5.0
1692,ref1_1692,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,False,True,6000.0,4.0,5.0
1693,ref1_1693,CC(C)=CCCC(C)=CC=O,False,False,500.0,2.0,4.0
1694,ref1_1694,CCOC(=O)CCCCC(=O)OCC,False,False,,3.0,4.0
1695,ref1_1695,OCC(=O)CCCC=O,False,True,17000.0,4.0,5.0
1696,ref1_1696,CCCCOC(=O)C=C,False,False,900.0,3.0,4.0
1697,ref1_1697,NCCO,False,False,1720.0,3.0,4.0
1698,ref1_1698,CC(C)(C)CC(C)(C)S,False,False,52.0,2.0,3.0
1699,ref1_1699,CC(=CC(=O)N(C)C)OP(=O)(OC)OC,True,False,9.0,1.0,2.0
1700,ref1_1700,O=C1CSC(=S)N1,False,False,320.0,2.0,4.0
1701,ref1_1701,CC1CNCC(C)O1,False,True,2830.0,3.0,5.0
1702,ref1_1702,CC1(N)CN(CN(C1)CC(CCCC)CC)CC(CCCC)CC,False,False,,3.0,4.0
1703,ref1_1703,CC(=O)CC(=O)OCC,False,True,3980.0,3.0,5.0
1704,ref1_1704,CS(=O)(=O)C1C=C(C=CC=1C(=O)C1C=NOC=1C1CC1)C(F)(F)F,False,True,,4.0,5.0
1705,ref1_1705,[H]/N=C(\N)/NCCCC(NS(=O)(=O)C1C=CC=C2CC(C)CNC=12)C(=O)N1CCC(C)CC1C(O)=O,False,True,,4.0,5.0
1706,ref1_1706,CC1C=C(C=CC=1S(C)(=O)=O)OP(=O)(OCC)OCC,True,False,8.128,1.0,2.0
1707,ref1_1707,CC1C=C(O)C=CC=1S(C)=O,False,True,3500.0,3.0,5.0
1708,ref1_1708,CC1C=CC(=CC=1N(C)C)OC(=O)NC,True,False,46.0,1.0,2.0
1709,ref1_1709,N#CSC=CSC#N,False,False,77.0,2.0,3.0
1710,ref1_1710,CC1CN(CCN1)S(=O)(=O)C1C=CC=C2C=NC=CC2=1,False,False,,2.0,4.0
1711,ref1_1711,CCCCC1OC2=CC=C(C=C2C=1C(=O)C1C=CC(O)=CC=1)[N+]([O-])=O,False,True,,3.0,5.0
1712,ref1_1712,ClC1(Cl)C2(Cl)C3CC(Cl)CC3C1(Cl)C(Cl)=C2Cl,False,True,5001.0,4.0,5.0
1713,ref1_1713,CC(OC(C)(C)COC(=O)CC)C1CCCC(C)(C)C1,False,True,,3.0,5.0
1714,ref1_1714,CCS(=O)(=O)C1N=C2C=CC=CN2C=1S(=O)(=O)NC(=O)NC1=NC(=CC(=N1)OC)OC,False,True,,4.0,5.0
1715,ref1_1715,C1COC2C=CC=CC=2OCCOCCOC2C=CC=CC=2OCCO1,False,True,2600.0,3.0,5.0
1716,ref1_1716,COC(=O)C1C=C2NC(=O)CC2=CC=1,False,True,,3.0,5.0
1717,ref1_1717,NC1C=CC=CC=1,False,False,840.0,3.0,4.0
1718,ref1_1718,C=CCOC(=O)OCCOCCOC(=O)OCC=C,False,False,349.5,2.0,4.0
1719,ref1_1719,CC(=O)NCCO,False,True,26950.0,4.0,5.0
1720,ref1_1720,CCCCCCCCOS(O)(=O)=O,False,True,3200.0,3.0,5.0
1721,ref1_1721,NC(CCC(O)=O)C(O)=O,False,True,15800.0,4.0,5.0
1722,ref1_1722,CCCCCCCCCCCC(=O)OCC(C)O,False,True,,4.0,5.0
1723,ref1_1723,CC=CC=CC=O,False,False,300.0,2.0,4.0
1724,ref1_1724,CCCNCCC,False,False,300.0,2.0,4.0
1725,ref1_1725,CCCCCCCCCCOS(O)(=O)=O,False,False,1950.0,3.0,4.0
1726,ref1_1726,CC(=C)C(=O)OCCCCCCCCCCCC,False,True,,4.0,5.0
1727,ref1_1727,CCCCCCOC(C)=O,False,True,42000.0,4.0,5.0
1728,ref1_1728,CCCCOCCCC,False,True,7400.0,4.0,5.0
1729,ref1_1729,[O-][N+](=O)C1C=C(Cl)C(=CC=1)NC(=O)C1C=C(Cl)C=CC=1O,False,False,500.0,2.0,4.0
1730,ref1_1730,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,False,False,85.0,2.0,3.0
1731,ref1_1731,CC(N)=CC(=O)OC,False,False,1760.0,3.0,4.0
1732,ref1_1732,COC1C=C(CC(=O)OCCC)C=CC=1OCC(=O)N(CC)CC,False,True,,4.0,5.0
1733,ref1_1733,NC(N)=N/C(/N)=N/CC1C=CC=CC=1,False,False,481.0,2.0,4.0
1734,ref1_1734,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(O)=O,False,False,1414.0,3.0,4.0
1735,ref1_1735,CNCC(O)C1=CC(=CC=C1)NS(C)(=O)=O,True,False,13.0,1.0,2.0
